sample,n_cells,outlier_min_genes_count,outlier_min_genes_percentage,outlier_max_genes_count,outlier_max_genes_percentage,outlier_min_counts_count,outlier_min_counts_percentage,outlier_max_counts_count,outlier_max_counts_percentage,outlier_mt_count,outlier_mt_percentage,outlier_hb_count,outlier_hb_percentage,outlier_qc_metrics_count,outlier_qc_metrics_percentage,outlier_count_count,outlier_count_percentage
GSM4293555,1330,0,0.0,0,0.0,75,5.639097744360902,0,0.0,114,8.571428571428571,0,0.0,5,0.37593984962406013,185,13.909774436090224
